True,Predict
4,4.3
3,2.6
5,3.2
5,3.3333333333333335
4,3.909090909090909
3,3.5
5,4.142857142857143
4,3.1
5,4.5
5,3.625
1,2.0
4,3.0000000282842705
3,2.75
5,4.222222222222222
1,2.9285714285714284
4,3.0
5,4.111111111111111
4,3.5384615384615383
5,3.8333333333333335
3,3.1666666666666665
4,3.6923076923076925
3,3.230769230769231
4,4.1
4,3.0
5,3.6666666666666665
3,3.3333333333333335
3,3.625
5,3.7777777777777777
3,4.0
2,3.3
3,3.3333333333333335
5,4.142857142857143
4,4.0
4,4.461538433254191
3,3.5
3,3.875
5,3.6
5,4.428571428571429
3,3.727272727272727
5,4.142857142857143
4,3.4166666666666665
5,3.25
4,3.888888888888889
5,3.4285714285714284
3,3.4545454545454546
4,4.6
3,4.0
5,3.875
4,3.5555555555555554
4,4.0
3,3.142857142857143
4,4.111111111111111
3,3.0
2,2.111111111111111
3,2.888888888888889
4,4.2727272727272725
3,2.7
4,4.416666666666667
5,4.6923076923076925
3,3.4166666666666665
4,3.7
3,4.0
4,4.416666666666667
4,4.428571428571429
3,2.1818181818181817
3,3.4545454545454546
2,2.4166666666666665
3,3.25
4,4.363636363636363
1,1.0
3,2.923076923076923
3,1.2857142857142858
3,3.230769230769231
2,1.2857142857142858
3,3.2222222222222223
2,3.0
3,3.6363636363636362
4,3.3333333333333335
4,2.4
3,4.0
4,3.5714285714285716
3,2.9166666666666665
3,3.0
4,3.5555555555555554
2,2.6153846153846154
4,4.0
3,3.5294117647058822
3,3.4285714285714284
3,3.1818181818181817
3,2.0
4,3.4375
2,3.3333333333333335
3,2.642857142857143
3,3.3333333333333335
4,3.7
1,2.2857142857142856
1,2.25
3,3.727272727272727
4,3.076923076923077
3,2.9166666666666665
4,3.7777777777777777
3,3.0555555555555554
3,2.6666666666666665
4,3.8333333333333335
3,3.0
3,3.5454545454545454
4,3.5555555555555554
3,3.142857142857143
3,3.125
4,3.857142857142857
1,2.909090909090909
3,2.6666666666666665
1,1.625000034641015
2,3.0833333333333335
4,3.5555555555555554
4,3.1666666666666665
3,4.222222222222222
3,3.272727272727273
1,4.333333333333333
1,1.375000101980385
2,4.0
4,3.4545454545454546
2,4.0
3,2.75
4,3.5
3,3.4
4,4.0
3,3.25
3,3.3333333333333335
4,3.8333333333333335
5,4.461538461538462
4,3.909090909090909
3,3.25
5,4.5
5,4.357142857142857
4,2.111111111111111
3,2.7
5,4.888888888888889
5,4.666666666666667
4,4.199999925166858
5,4.230769230769231
4,4.0
5,3.3333333333333335
5,4.8749999812917135
5,4.75
2,3.111111111111111
5,4.125
5,4.333333333333333
4,3.4545454545454546
4,4.3
4,3.6666666666666665
5,3.125
