True,Predict
5,2.5
2,3.3636363636363638
5,4.0
3,4.181818181818182
3,3.7
2,3.8333333333333335
3,3.6
4,3.4166666666666665
5,3.2142857142857144
4,3.8181818181818183
5,4.090909090909091
1,3.0
2,3.4
4,3.1
4,3.1
4,3.6666666666666665
4,3.25
4,3.4
5,4.285714285714286
4,3.6666666666666665
3,2.909090909090909
5,3.8333333333333335
3,3.0
5,4.0
5,3.6666666666666665
4,3.8333333333333335
3,3.7777777777777777
4,4.0
3,2.5
5,5.0
2,4.222222222222222
2,3.125
4,3.0
4,4.0
4,3.7777777777777777
3,3.8333333333333335
5,4.333333307352572
2,2.4444444444444446
5,4.571428571428571
5,3.888888888888889
4,3.1
4,3.375
4,3.7499999717157295
1,2.6666666666666665
4,3.0
4,3.875
4,4.0
2,1.7142857142857142
3,4.285714285714286
5,4.75
2,2.0
1,2.3333333333333335
3,3.3076923076923075
3,2.727272727272727
3,3.6363636363636362
4,5.0
1,1.4
4,3.769230769230769
4,4.181818181818182
3,3.3076923076923075
3,2.5
4,3.6363636363636362
4,3.4
3,3.25
3,2.5714285714285716
3,3.8181818181818183
4,4.7499999683772245
3,3.9166666666666665
5,4.214285714285714
4,2.9
3,3.6666666666666665
3,2.6666666666666665
3,3.25
3,2.5
1,1.25
4,2.25
5,3.4545454545454546
4,1.5000000352766838
3,2.5833333333333335
2,2.923076923076923
3,3.8333333333333335
4,3.6875
2,4.0
4,3.1666666666666665
3,4.142857142857143
2,3.8461538461538463
3,3.1333333333333333
4,3.75
3,3.1818181818181817
4,3.1
4,4.133333333333334
3,3.5
3,2.3076923076923075
3,3.6
3,2.6363636363636362
4,4.4
2,2.0
4,3.7142857142857144
3,3.3076923076923075
4,3.5
1,1.4
4,3.6
4,1.9166666895795443
3,3.2222222222222223
3,2.6666666666666665
4,4.214285714285714
3,4.222222222222222
4,3.5
4,3.9375
1,2.6
1,3.9
5,4.888888888888889
2,3.272727272727273
5,4.333333333333333
4,2.5
4,3.75
3,2.4166666666666665
5,4.166666666666667
3,3.1666666666666665
5,3.642857142857143
4,2.5
2,2.7142857142857144
2,1.6
5,3.7
5,4.222222222222222
4,4.2
5,4.1
4,4.25
4,3.909090909090909
5,0.0
4,3.0000000663324915
4,4.6
4,3.0
4,2.75
5,4.3076923076923075
4,3.7
5,3.625
4,3.75
4,3.142857142857143
5,3.125
