True,Predict
4,4.3
3,2.770562647016863
5,3.2
5,3.429589377287475
4,4.070509377914786
3,3.5
5,4.142857142857143
4,2.9711555574566555
5,4.5
5,3.625
1,1.9063504157881144
4,3.4721359628807216
3,2.882812297421185
5,4.222222222222222
1,2.8864059895357372
4,3.189179072985811
5,4.342773587629422
4,3.5384615384615383
5,3.8333333333333335
3,3.3402317346736736
4,3.9596031623427472
3,3.4834989829175416
4,4.320481208239303
4,3.0
5,3.6738753673246745
3,3.3333333333333335
3,3.625
5,3.7377136013704417
3,3.8684695279338057
2,3.395437221514017
3,3.4545259413565006
5,4.142857142857143
4,4.104364814387838
4,3.810390084763485
3,3.731662476518311
3,3.8451735127229916
5,3.7236688544691794
5,4.428571428571429
3,3.634694636586762
5,4.1087171216852525
4,3.5870837821121544
5,3.5931289884187474
4,3.888888888888889
5,3.3341315821963895
3,3.593435160974278
4,4.6
3,4.0
5,3.875
4,3.5178147680401315
4,4.118273039879446
3,3.243555046599107
4,4.17138102643241
3,3.0
2,2.111111111111111
3,2.888888888888889
4,4.2727272727272725
3,2.5524155943102453
4,4.416666666666667
5,4.6923076923076925
3,3.4166666666666665
4,3.7
3,4.0
4,4.416666666666667
4,4.428571428571429
3,2.1818181818181817
3,3.4545454545454546
2,2.4166666666666665
3,3.25
4,4.363636363636363
1,1.0
3,2.6759929320047213
3,1.2857142857142858
3,2.8339257986663955
2,1.2857142857142858
3,3.2222222222222223
2,2.544050866680781
3,3.6363636363636362
4,3.2641045985582577
4,2.451283909549114
3,4.0
4,3.5714285714285716
3,2.9532596846260772
3,3.019482776699021
4,3.5555555555555554
2,2.6922897576638603
4,3.75755662147739
3,3.541209286813005
3,3.52999615481871
3,3.111813139849774
3,2.2208937932133517
4,3.5131436099701845
2,3.2460518877394477
3,2.642857142857143
3,3.036607444223853
4,3.570502716350903
1,2.2857142857142856
1,2.2461522777272847
3,3.4848293482462727
4,2.96981774109922
3,2.9166666666666665
4,3.798065256288816
3,2.9602942514337856
3,2.6666666666666665
4,3.767908368837197
3,3.0
3,3.548157725645961
4,3.4832037333580708
3,3.508882536263954
3,3.2520789599628266
4,3.8598051517753427
1,2.7541231405660622
3,2.6666666666666665
1,2.1473876224822828
2,3.0833333333333335
4,3.5747544891494583
4,3.3270986286463886
3,4.222222222222222
3,3.206142659572765
1,3.7657487479636504
1,1.375000101980385
2,4.999999965358985
4,3.4545454545454546
2,5.0
3,2.75
4,3.5
3,3.4
4,4.0
3,3.25
3,3.3333333333333335
4,3.3592649738332647
5,4.461538461538462
4,3.909090909090909
3,3.25
5,4.5
5,4.479566908659423
4,2.1492533381915475
3,2.7
5,4.888888888888889
5,4.666666666666667
4,3.637657305032096
5,4.230769230769231
4,4.0
5,3.3333333333333335
5,4.303076418247782
5,4.75
2,3.3540917888498996
5,4.3434468705639135
5,4.581318802905672
4,3.8771532513280826
4,4.3
4,4.020507142579468
5,3.3226422117365026
5,3.6726215346602444
5,4.5
5,4.5630144514462
4,5.0
