True,Predict
5,3.7724867724867726
4,3.7724867724867726
1,3.7724867724867726
2,3.7724867724867726
3,3.7724867724867726
2,3.7724867724867726
2,2.772487195444925
2,3.7724867724867726
5,4.772486405267626
4,3.7724867724867726
5,4.772486637359965
3,3.7724867724867726
2,3.7724867724867726
5,4.7724862109045025
5,3.7724867724867726
4,4.772486480540266
2,3.7724867724867726
4,3.7724867724867726
4,3.7724867724867726
4,3.7724867724867726
4,3.7724867724867726
4,3.7724867724867726
4,4.77248634952862
4,3.7724867724867726
3,3.7724867724867726
4,3.7724867724867726
4,3.7724867724867726
2,4.7724865464060855
4,3.7724867724867726
4,3.7724867724867726
3,3.7724867724867726
3,4.772485933023362
4,3.7724867724867726
3,3.7724867724867726
2,4.772485997697078
5,3.7724867724867726
1,3.7724867724867726
4,3.7724867724867726
4,3.7724867724867726
4,3.7724867724867726
1,3.7724867724867726
5,4.7724865464060855
5,2.772486943841638
3,3.7724867724867726
5,3.7724867724867726
5,4.772486480540266
5,4.772486411239066
3,3.7724867724867726
5,4.7724863144840715
4,3.7724867724867726
4,3.7724867724867726
3,3.7724867724867726
3,3.7724867724867726
3,3.7724867724867726
3,3.7724867724867726
3,3.7724867724867726
5,3.7724867724867726
4,3.7724867724867726
4,3.7724867724867726
4,3.108108108108108
4,3.108108108108108
3,2.108108198121873
3,3.108108108108108
2,2.108108512335603
4,3.108108108108108
4,3.108108108108108
5,3.108108108108108
1,2.108108243293148
4,4.108108065723626
3,2.1081082143507435
3,3.108108108108108
2,1.1081081928770713
2,3.108108108108108
3,3.108108108108108
1,1.1081081928770713
2,3.108108108108108
4,3.108108108108108
3,3.108108108108108
4,3.108108108108108
3,3.2793296089385473
3,3.2793296089385473
2,4.279329367484676
3,3.2793296089385473
3,3.2793296089385473
3,3.2793296089385473
2,3.2793296089385473
4,3.2793296089385473
1,3.2793296089385473
1,3.2793296089385473
4,3.2793296089385473
4,2.2793297998246027
4,3.2793296089385473
2,2.2793297302736972
3,3.2793296089385473
3,3.2793296089385473
2,3.2793296089385473
2,3.2793296089385473
4,3.2793296089385473
3,1.2793300457450454
4,3.2793296089385473
2,2.279330051770148
2,1.2793297829664445
3,2.2793297198258653
3,3.2793296089385473
3,2.279329695952496
3,3.2793296089385473
3,3.2793296089385473
3,3.2793296089385473
4,4.279329487603397
3,3.2793296089385473
3,3.2793296089385473
3,2.279330080743369
3,3.2793296089385473
4,4.279329367484676
4,3.2793296089385473
1,0.2793299024091307
3,3.2793296089385473
4,3.2793296089385473
1,4.279329190728249
4,2.279330080743369
3,3.2793296089385473
4,2.2793310074000344
4,3.2793296089385473
3,3.2793296089385473
3,1.2793298516088474
3,3.2793296089385473
4,3.2793296089385473
5,2.2793302165839084
4,3.2793296089385473
1,3.2793296089385473
3,3.2793296089385473
3,2.4166666666666665
4,2.4166666666666665
5,1.416666897534541
1,2.4166666666666665
5,2.4166666666666665
3,2.0
1,2.0
2,2.0
1,2.0
5,2.0
1,2.0
2,2.58333344513672
4,3.5833333333333335
5,3.5833333333333335
3,3.5833333333333335
4,3.5833333333333335
5,3.5294117647058822
3,3.5294117647058822
4,3.5294117647058822
4,4.185714285714286
3,4.185714285714286
5,4.185714285714286
5,4.185714285714286
4,4.185714285714286
5,3.1857156674865985
5,4.185714285714286
4,4.185714285714286
4,4.185714285714286
4,4.185714285714286
4,4.185714285714286
5,4.185714285714286
4,4.185714285714286
5,5.0
5,5.0
4,2.1857157173556745
4,4.185714285714286
2,4.185714285714286
4,4.185714285714286
4,4.185714285714286
5,4.185714285714286
5,4.185714285714286
5,4.185714285714286
5,4.185714285714286
5,4.185714285714286
4,3.1857156674865985
4,4.185714285714286
5,4.185714285714286
5,5.0
4,5.0
4,4.185714285714286
3,4.185714285714286
5,4.185714285714286
5,5.0
4,5.0
5,4.185714285714286
4,4.185714285714286
1,4.185714285714286
4,4.185714285714286
5,4.185714285714286
3,4.185714285714286
5,4.185714285714286
4,4.185714285714286
5,4.185714285714286
5,4.185714285714286
4,4.185714285714286
5,4.185714285714286
4,3.3963963963963963
3,3.3963963963963963
3,3.3963963963963963
4,2.396399265534379
1,3.3963963963963963
5,3.3963963963963963
2,3.3963963963963963
4,3.3963963963963963
4,3.3963963963963963
4,3.3963963963963963
1,2.3963967284354406
3,3.3963963963963963
4,3.3963963963963963
4,3.3963963963963963
4,2.3963967284354406
4,1.3963975251118443
4,3.3963963963963963
5,3.3963963963963963
5,3.3963963963963963
4,3.3963963963963963
1,1.3964017731839649
5,3.3963963963963963
4,3.3963963963963963
4,3.3963963963963963
2,3.3963963963963963
2,3.3963963963963963
4,3.3963963963963963
4,3.3963963963963963
5,3.3963963963963963
4,3.3963963963963963
1,3.3963963963963963
5,4.396395539075721
2,2.396396655963276
4,3.3963963963963963
4,3.3963963963963963
4,2.396396657270926
5,3.3963963963963963
4,3.3963963963963963
4,3.3963963963963963
4,3.3963963963963963
3,3.3963963963963963
4,2.396396655963276
3,4.3963962740353795
1,1.3963979616427555
3,3.3963963963963963
4,3.3963963963963963
1,3.074074074074074
1,1.074074979612178
4,3.074074074074074
1,3.074074074074074
5,3.074074074074074
3,3.074074074074074
2,3.074074074074074
3,3.074074074074074
5,4.07407376038643
5,3.074074074074074
2,4.074073530751261
2,3.074074074074074
5,3.074074074074074
3,3.074074074074074
3,3.074074074074074
5,4.0740738024125935
3,3.074074074074074
1,4.074073669105103
3,3.074074074074074
2,2.074075417202941
3,3.074074074074074
3,3.074074074074074
5,3.074074074074074
3,3.074074074074074
5,3.074074074074074
3,3.074074074074074
3,2.074074831701377
1,3.074074074074074
3,2.0740747395058214
4,3.074074074074074
3,3.074074074074074
1,4.074072900363391
1,3.074074074074074
5,4.074073530751261
2,2.0740751904956864
1,3.074074074074074
3,3.074074074074074
5,3.074074074074074
2,3.074074074074074
4,3.074074074074074
3,3.074074074074074
5,3.074074074074074
5,4.074073646932594
3,3.074074074074074
5,3.074074074074074
4,3.074074074074074
3,3.074074074074074
5,4.074073018044887
3,3.074074074074074
2,3.074074074074074
3,3.074074074074074
4,3.074074074074074
4,3.074074074074074
1,3.074074074074074
2,3.074074074074074
1,1.07407544140631
4,4.074073735252702
3,3.074074074074074
1,2.0740744128954463
1,3.074074074074074
1,3.074074074074074
2,3.074074074074074
1,3.074074074074074
4,4.0740730416023805
2,4.074073659104368
5,3.074074074074074
2,3.074074074074074
2,4.074073917230227
5,3.074074074074074
2,3.074074074074074
2,3.074074074074074
4,2.0740744606256314
3,3.074074074074074
4,0.07407717148915571
2,4.074073917230227
5,4.0740730416023805
5,3.074074074074074
3,4.074073383011602
4,3.074074074074074
4,1.0740749283570346
4,4.534883720930233
4,4.534883720930233
4,4.534883720930233
5,4.534883720930233
1,4.613636266136373
4,1.6136365337098628
4,3.6136363636363638
3,3.6136363636363638
4,4.613636017334592
4,4.613636266136373
3,3.6136363636363638
4,3.6136363636363638
4,3.6136363636363638
3,3.6136363636363638
4,3.6136363636363638
4,3.6136363636363638
4,4.499999701169033
5,4.499999628853266
4,3.5
5,3.5
4,3.5
2,3.5
5,4.499999880467592
5,3.5
4,3.5
5,4.499999455573993
2,4.499999445203048
5,3.238095238095238
5,2.2380953705716333
5,4.238095050745333
5,3.238095238095238
5,3.238095238095238
4,4.2380950809329265
4,3.238095238095238
2,1.2380959390942794
5,3.238095238095238
1,3.238095238095238
1,3.238095238095238
2,4.238094765231845
5,3.238095238095238
2,3.238095238095238
2,1.2380955163436893
1,1.0000001833029941
1,2.0
3,2.0
1,2.0
4,4.105263157894737
2,4.105263157894737
4,4.105263157894737
5,3.4999999151471934
1,5.0
5,4.384615384615385
5,4.384615384615385
5,4.384615384615385
4,4.384615384615385
5,4.384615384615385
3,4.384615384615385
3,5.0
5,4.384615384615385
4,3.1666666666666665
5,3.60093896713615
5,4.600938816400951
5,3.60093896713615
4,3.60093896713615
1,3.60093896713615
4,2.6009391112585263
5,3.60093896713615
5,3.60093896713615
5,3.60093896713615
3,3.60093896713615
5,3.60093896713615
5,2.6009391178713495
4,3.60093896713615
4,3.60093896713615
2,3.60093896713615
4,3.60093896713615
4,3.60093896713615
2,3.60093896713615
1,2.600939038754425
1,3.60093896713615
5,3.60093896713615
4,3.60093896713615
3,4.600938895517875
5,4.600938895517875
4,4.600938895517875
4,4.600938778702171
3,3.60093896713615
5,3.60093896713615
4,3.60093896713615
4,3.60093896713615
3,3.60093896713615
3,1.6009392416755461
3,3.60093896713615
4,3.60093896713615
4,3.60093896713615
4,3.60093896713615
5,3.60093896713615
3,3.60093896713615
4,3.60093896713615
4,2.600939038754425
3,3.60093896713615
2,3.60093896713615
4,3.60093896713615
5,3.60093896713615
3,3.60093896713615
1,1.6009391805905147
5,3.60093896713615
3,3.60093896713615
4,3.60093896713615
3,3.60093896713615
5,4.600938895517875
3,3.60093896713615
4,4.600938829866452
3,3.60093896713615
4,3.60093896713615
4,3.60093896713615
2,2.600939057149915
5,4.600938895517875
4,4.600938589644571
2,3.60093896713615
5,3.60093896713615
5,4.600938895517875
4,4.600938895517875
4,3.60093896713615
2,3.60093896713615
